Date,Open,High,Low,Close,Volume
1973-12-28,851,857.6,839.9,848,4806767
1973-12-31,848,857.1,836.2,850.9,5293985
1974-01-02,850.9,859.2,841.4,855.3,2720301
1974-01-03,858.9,886.7,858.9,880.7,5605263
1974-01-04,880.7,890.4,868.1,880.2,4894737
1974-01-07,880.2,884,866.3,876.9,4301504
1974-01-08,876.9,880.8,857.7,861.8,4078195
1974-01-09,853,853,831.4,834.8,4075940
1974-01-10,834.8,845.2,816.6,823.1,3636090
1974-01-11,823.1,847.6,819.9,841.5,3415038
1974-01-14,841.5,855.6,833.3,840.2,3295489
1974-01-15,840.2,855.8,834.6,846.4,2988722
1974-01-16,846.4,861.2,842.5,856.1,3367669
1974-01-17,856.3,878.5,856.3,872.2,4745865
1974-01-18,872.2,873.2,850.9,855.5,3715038
1974-01-21,855.5,858.9,835.8,854.6,3525564
1974-01-22,854.6,871.6,850.7,863.5,3909023
1974-01-23,863.5,878.7,859,871,3809774
1974-01-24,871,875.9,853.5,863.1,3604511
1974-01-25,863.1,869.2,850.7,859.4,3351880
1974-01-28,859.4,862.2,847.3,853,3024812
1974-01-29,853,858.9,844.5,852.3,2898496
1974-01-30,853.1,869.8,853.1,862.3,3787218
1974-01-31,862.3,868.9,852,855.6,3162406
1974-02-01,855.6,856.6,838,843.9,2815038
1974-02-04,838.6,838.6,816.5,821.5,3243609
1974-02-05,821.5,829.9,812,820.6,2891729
1974-02-06,820.6,831.4,817.5,824.6,2618797
1974-02-07,824.6,833.9,819.4,828.5,2650376
1974-02-08,828.5,831.9,817.8,820.4,2930075
1974-02-11,820.4,821.3,802.2,803.9,2916541
1974-02-12,803.9,811.7,795.7,806.6,2914286
1974-02-13,806.6,816.2,803,806.9,2478947
1974-02-14,806.9,816.6,802.2,809.9,2758647
1974-02-15,809.9,825.7,808.1,820.3,2851128
1974-02-19,820.3,840.5,816.7,819.5,3595489
1974-02-20,819.5,834.9,814.2,831,2632331
1974-02-21,831,849.7,830.2,846.8,3142105
1974-02-22,846.8,862.4,843,856,3690226
1974-02-25,856,859.2,843.8,851.4,2909774
1974-02-26,851.4,861.8,843.1,859.5,3577444
1974-02-27,859.5,871.4,855.8,863.4,4224812
1974-02-28,863.4,868.2,851.9,860.5,3085714
1974-03-01,860.5,861.6,845.9,851.9,2905263
1974-03-04,851.9,855,841.8,853.2,2767669
1974-03-05,860.4,880.4,860.4,872.4,4957895
1974-03-06,872.4,885.3,866.5,879.9,4317293
1974-03-07,879.9,880.2,865.1,869.1,3270677
1974-03-08,869.1,880.9,858.8,878.1,3656391
1974-03-11,878.1,893.3,865.9,888.5,4166165
1974-03-12,888.5,895.6,877.5,887.1,3890977
1974-03-13,887.1,900.8,881.9,891.7,3793985
1974-03-14,891.7,904,885.2,889.8,4459398
1974-03-15,889.8,893.4,878.7,887.8,3270677
1974-03-18,887.8,889.9,870.4,874.2,3160150
1974-03-19,874.2,875.7,861.9,867.6,2887218
1974-03-20,867.6,878.6,863,872.3,2923308
1974-03-21,872.3,887.1,870.2,875.5,2921053
1974-03-22,875.5,884.3,868.4,878.1,2690977
1974-03-25,878.1,884.8,866.8,881,2377444
1974-03-26,881,890.2,875.2,883.7,2670677
1974-03-27,883.7,887.8,869.8,871.2,2636842
1974-03-28,867.2,867.2,850.6,854.4,3369925
1974-03-29,854.4,858.6,842.4,846.7,2740602
1974-04-01,846.7,856.4,839.7,843.5,2587218
1974-04-02,843.5,853.2,839.2,846.6,2709023
1974-04-03,846.6,860.5,844.7,858,2593985
1974-04-04,858,865.5,852.3,858.9,2627820
1974-04-05,858.6,858.6,842.5,847.5,2632331
1974-04-08,847.2,847.2,834.3,840,2422556
1974-04-09,840,852.6,836.1,846.8,2555639
1974-04-10,846.8,855.5,840.3,843.7,2517293
1974-04-11,843.7,850,837.8,844.8,2248872
1974-04-15,844.8,852,839.3,843.8,2284962
1974-04-16,845.7,863.6,845.7,861.2,3277444
1974-04-17,861.2,874.5,856.4,867.4,3162406
1974-04-18,867.4,875.9,862.6,869.9,2812782
1974-04-19,868.9,868.9,856.2,859.9,2415789
1974-04-22,859.9,864.3,852.4,858.6,2372932
1974-04-23,858.6,859.5,843.6,846,3182707
1974-04-24,846,847.2,828.2,832.4,3611278
1974-04-25,832.4,835.1,818.7,827.7,3579699
1974-04-26,827.7,841.3,823.2,834.6,2988722
1974-04-29,834.6,839.8,824.7,835.4,2293985
1974-04-30,835.4,844.5,829.6,836.8,2476692
1974-05-01,836.8,861.1,832.8,853.9,3410526
1974-05-02,853.9,865.9,845.9,851.1,3072180
1974-05-03,851.1,852.8,839.9,845.9,2499248
1974-05-06,845.9,847.5,834.3,844.9,2131579
1974-05-07,844.9,855.8,840.5,847.2,2415789
1974-05-08,847.2,856.9,843,851,2672932
1974-05-09,851,870.1,849.2,865.8,3318045
1974-05-10,865.8,870.4,846.8,850.4,3444361
1974-05-13,850.4,854.8,838.7,845.6,2546617
1974-05-14,845.6,856.1,842.3,847.9,2454135
1974-05-15,847.9,853,839.3,846.1,2535338
1974-05-16,846.1,853.4,833.2,835.3,2727068
1974-05-17,833.3,833.3,813.8,818.8,3128571
1974-05-20,818.8,826.2,807.5,812.4,2379699
1974-05-21,812.4,822.7,803,809.5,2749624
1974-05-22,809.5,818.8,800.1,802.6,3484962
1974-05-23,802.6,811.3,796.2,805.2,3331579
1974-05-24,806.2,824.3,806.2,816.7,3099248
1974-05-28,816.7,824.6,809.1,814.3,2386466
1974-05-29,814.3,817.3,793,795.4,2774436
1974-05-30,795.4,808.3,788.8,803.6,3063158
1974-05-31,803.6,808,792.3,802.2,2438346
1974-06-03,802.2,822.4,799.8,821.3,2817293
1974-06-04,821.8,837.1,821.8,828.7,3618045
1974-06-05,828.7,839.4,819.2,830.2,3085714
1974-06-06,830.2,847.5,824.1,845.4,3013534
1974-06-07,845.6,863.3,845.6,853.7,4290226
1974-06-10,853.7,864.6,846.1,859.7,3054135
1974-06-11,859.7,865.5,848.1,852.1,2792481
1974-06-12,852.1,853.8,837.9,848.6,2515038
1974-06-13,848.6,861,843.8,852.1,2603008
1974-06-14,850.7,850.7,837.8,843.1,2262406
1974-06-17,843.1,843.2,829.5,833.2,2183459
1974-06-18,833.2,838.6,826.5,830.3,2280451
1974-06-19,830.3,833.5,821.3,826.1,2379699
1974-06-20,826.1,831.2,818.1,820.8,2704511
1974-06-21,820.8,822.6,810.2,815.4,2668421
1974-06-24,815.4,822.4,808.9,816.3,2246617
1974-06-25,817.7,832.5,817.7,828.9,2688722
1974-06-26,828.9,830.4,815.5,817,2573684
1974-06-27,817,817.3,800.8,803.7,2853383
1974-06-28,803.7,808.2,796.5,802.4,2709023
1974-07-01,802.4,812,797.5,806.2,2316541
1974-07-02,806.2,808.8,788.3,790.7,3036090
1974-07-03,790.7,798.6,785.1,792.9,3029323
1974-07-05,792.9,796.3,786.2,791.8,1669173
1974-07-08,788.4,788.4,765.3,770.6,3498496
1974-07-09,770.6,782.9,764.6,772.3,3514286
1974-07-10,772.3,779.2,759.5,762.1,3042857
1974-07-11,762.1,769.8,753.1,759.6,3302256
1974-07-12,770,790.7,770,787.2,4008271
1974-07-15,787.2,800.9,777.9,786.6,3058647
1974-07-16,785.2,785.2,771.8,776,2237594
1974-07-17,776,788.6,765.8,785,2553383
1974-07-18,785,803,781.5,789.2,3153383
1974-07-19,789.2,796.6,780.4,787.9,2499248
1974-07-22,787.9,795.5,779.5,790.4,2095489
1974-07-23,790.4,805.6,789.8,797.7,2912030
1974-07-24,797.7,809.8,791.5,805.8,2903008
1974-07-25,805.8,807.7,790.1,795.7,3002256
1974-07-26,795.7,798,781.5,784.6,2350376
1974-07-29,780.7,780.7,764.6,770.9,2607519
1974-07-30,770.9,775,758.8,765.6,2562406
1974-07-31,765.6,767.4,754.4,757.4,2472180
1974-08-01,757.4,764.2,745.6,751.1,2587218
1974-08-02,751.1,758.5,745.3,752.6,2280451
1974-08-05,752.6,768.5,748,760.4,2533083
1974-08-06,767,791,767,773.8,3557143
1974-08-07,773.8,798.9,770.8,797.6,3018045
1974-08-08,797.6,803.4,779,784.9,3622556
1974-08-09,784.9,787.5,771.9,777.3,2291729
1974-08-12,777.3,780,762.8,767.3,1754887
1974-08-13,767.3,768.5,750.6,756.4,2287218
1974-08-14,755,755,735.4,740.5,2650376
1974-08-15,740.5,749.1,732.2,737.9,2510526
1974-08-16,737.9,744.5,728.7,731.5,2370677
1974-08-19,731.2,731.2,715.4,721.8,2632331
1974-08-20,721.8,736.3,717.5,726.9,3117293
1974-08-21,726.9,730.1,709.3,711.6,2627820
1974-08-22,711.6,713.9,694.2,704.6,3539098
1974-08-23,704.6,710.7,683.9,686.8,3065414
1974-08-26,686.8,697.1,671.5,688.1,3300000
1974-08-27,688.1,690.9,668,671.5,2925564
1974-08-28,671.5,681.8,663.6,666.6,3760150
1974-08-29,666.6,669.5,651.6,656.8,3087970
1974-08-30,661.1,681.7,661.1,678.6,3660902
1974-09-03,678.6,686.5,662.2,663.3,2875940
1974-09-04,657.5,657.5,638.4,648,3818797
1974-09-05,650,673.5,650,670.8,3205263
1974-09-06,670.8,685,663.6,677.9,3412782
1974-09-09,676.7,676.7,660.6,662.9,2517293
1974-09-10,662.9,669.5,652.2,658.2,2702256
1974-09-11,658.2,665.6,650.6,654.7,2666165
1974-09-12,654.7,655,637.4,641.7,3816541
1974-09-13,641.7,643.8,624.4,627.2,3624812
1974-09-16,627.2,645.9,617.7,639.8,4143609
1974-09-17,642.8,662.2,642.8,648.8,3096992
1974-09-18,648.8,654.6,635.1,651.9,2652632
1974-09-19,659.3,679.8,659.3,674.1,3834586
1974-09-20,674.1,680.5,659.3,670.8,3665414
1974-09-23,670.8,678.2,657.8,663.7,2736090
1974-09-24,662.1,662.1,648.8,654.1,2219549
1974-09-25,654.1,671.5,643.8,650,3974436
1974-09-26,648.4,648.4,633.6,638,2043609
1974-09-27,638,643.6,619.4,622,2778947
1974-09-30,619.4,619.4,598.8,607.9,3383459
1974-10-01,607.9,613.3,589.6,604.8,3809774
1974-10-02,604.8,613.9,596.8,601.5,2758647
1974-10-03,600.8,600.8,582.2,587.6,2966165
1974-10-04,587.6,593.7,573.2,584.6,3588722
1974-10-07,587.8,610.5,587.8,607.6,3383459
1974-10-08,607.6,615.9,596.2,602.6,3487218
1974-10-09,602.6,633.4,591.9,631,4245113
1974-10-10,634,664,634,648.1,5945865
1974-10-11,648.1,665.9,638.1,658.2,4531579
1974-10-14,659.7,689.3,659.7,673.5,4459398
1974-10-15,673.5,679.2,652.4,658.4,3922556
1974-10-16,658.4,660.5,637,642.3,3336090
1974-10-17,642.3,657.3,635.5,651.4,3263910
1974-10-18,651.4,669.5,646,654.9,3712782
1974-10-21,654.9,674.1,645.7,669.8,3270677
1974-10-22,669.8,680.1,658.6,662.9,4269925
1974-10-23,660.5,660.5,637.8,645,3203008
1974-10-24,643.9,643.9,624.3,636.3,3363158
1974-10-25,636.3,648,629.9,636.2,2853383
1974-10-28,636.2,639.6,624.1,633.8,2377444
1974-10-29,638.8,661.5,638.8,659.3,3521053
1974-10-30,659.3,681.4,655.2,673,4540602
1974-10-31,673,685.6,659.2,665.5,4249624
1974-11-01,665.5,673,655.7,665.3,3038346
1974-11-04,664.2,664.2,647.4,657.2,2873684
1974-11-05,657.2,676.6,651.8,674.8,3600000
1974-11-06,674.8,692.8,666.1,669.1,5397744
1974-11-07,669.1,681.8,660.8,671.9,3868421
1974-11-08,671.9,676.6,661.5,667.2,3584211
1974-11-11,667.2,675.7,660.5,672.6,2981955
1974-11-12,672.6,675.1,656.5,659.2,3392481
1974-11-13,659.2,666.2,647.3,659.2,3618045
1974-11-14,659.2,671.3,635.6,658.4,3054135
1974-11-15,658.4,660,642.6,647.6,2815038
1974-11-18,641.1,641.1,621.7,624.9,3435338
1974-11-19,624.9,627.4,609.8,614.1,3545865
1974-11-20,614.1,622.8,605.8,609.6,2803759
1974-11-21,609.6,616.6,599.8,608.6,3117293
1974-11-22,609.6,625.3,609.6,615.3,2936842
1974-11-25,615.3,620.7,604.4,611.9,2548872
1974-11-26,611.9,625.1,606.9,617.3,3067669
1974-11-27,617.3,633.5,612.6,619.3,3340602
1974-11-29,619.3,623.9,610.9,618.7,1669173
1974-12-02,616.1,616.1,599.6,603,2512782
1974-12-03,603,603.3,590.8,596.6,3072180
1974-12-04,596.6,606.8,592.1,598.6,2837594
1974-12-05,598.6,604.1,585.1,587.1,2907519
1974-12-06,587.1,588,572.1,577.6,3496241
1974-12-09,577.6,587.1,570,579.9,3306767
1974-12-10,582.2,602.1,582.2,593.9,3539098
1974-12-11,593.9,606.2,589.2,595.4,3541353
1974-12-12,595.4,604.3,586.7,596.4,3471429
1974-12-13,596.4,602,586.7,592.8,3157895
1974-12-16,592.8,598.1,584.3,586.8,3466917
1974-12-17,586.8,599.4,582.5,597.5,3807519
1974-12-18,597.6,610.8,597.6,603.5,4071429
1974-12-19,603.5,611,596.2,604.4,3586466
1974-12-20,604.4,607,594.5,598.5,3572932
1974-12-23,598.5,599,583.7,589.6,4069173
1974-12-24,589.6,602.2,589.6,598.4,2151880
1974-12-26,598.4,610.4,597.1,604.7,2663910
1974-12-27,604.7,608.3,597.5,602.2,2945865
1974-12-30,602.2,607.2,595,603.3,4177444
1974-12-31,603.3,619.8,602.9,616.2,4730075
1975-01-02,619.1,637.1,619.1,632,3338346
1975-01-03,632,642.6,623.7,634.5,3444361
1975-01-06,634.5,646.4,631.9,637.2,3958647
1975-01-07,637.2,645.4,630.2,641.2,3358647
1975-01-08,641.2,646.3,632.1,635.4,3518797
1975-01-09,635.4,646.9,627.6,645.3,3685714
1975-01-10,650.1,666.7,650.1,658.8,5839850
1975-01-13,658.8,669.3,651.4,654.2,4461654
1975-01-14,654.2,657.9,644,648.7,3746617
1975-01-15,648.7,657.2,640.3,653.4,3739850
1975-01-16,653.4,660.1,648.1,655.7,3859398
1975-01-17,655.7,657.7,641.9,644.6,3216541
1975-01-20,644.6,650.2,635.1,647.5,3033835
1975-01-21,647.5,656.6,637.9,641.9,3333835
1975-01-22,641.9,654,634.4,652.6,3457895
1975-01-23,652.6,666.6,647.5,656.8,4051128
1975-01-24,656.8,671.5,652.7,666.6,4662406
1975-01-27,678.4,698.7,678.4,692.7,7247368
1975-01-28,692.7,705.1,689.7,694.8,7163910
1975-01-29,694.8,712.2,687,706,6182707
1975-01-30,706,717.3,693.1,696.4,6708271
1975-01-31,696.4,709.6,690.2,703.7,5557895
1975-02-03,703.7,717.6,696.5,711.4,5729323
1975-02-04,711.4,713.5,695.2,708.1,5648120
1975-02-05,708.1,721.5,699.8,717.9,5826316
1975-02-06,717.9,731.5,710.8,714.2,7222556
1975-02-07,714.2,716,697.5,711.9,4299248
1975-02-10,711.9,717.9,702.8,708.4,3636090
1975-02-11,708.4,711.7,697.8,707.6,3715038
1975-02-12,707.6,716.8,700.6,715,4463910
1975-02-13,718.5,738.3,718.5,726.9,7930827
1975-02-14,726.9,739.5,719.8,734.2,5253383
1975-02-18,734.2,742.1,722.4,731.3,5411278
1975-02-19,731.3,740.6,721.9,736.4,4946617
1975-02-20,736.4,749.5,731.4,745.4,5021053
1975-02-21,745.4,757.4,742.5,749.8,5512782
1975-02-24,749.8,750.2,733.5,736.9,4319549
1975-02-25,732.8,732.8,714.6,719.2,4716541
1975-02-26,719.2,731.8,713.7,728.1,4238346
1975-02-27,728.1,738.5,725.1,731.2,3706015
1975-02-28,731.2,741.9,724.5,739.1,3960902
1975-03-03,739.1,756.5,737.6,753.1,5436090
1975-03-04,753.8,773.2,753.8,757.7,7700752
1975-03-05,757.7,767,745.5,752.8,5440602
1975-03-06,761.8,764.7,761.8,761.8,4912782
1975-03-07,761.8,775.7,759.6,770.1,5848872
1975-03-10,770.1,779.4,761.6,776.1,5839850
1975-03-11,776.1,784.7,765.6,770.9,7055639
1975-03-12,770.9,774.3,756.7,763.7,4863158
1975-03-13,763.7,767,752.6,763,4200000
1975-03-14,763,779.6,761.8,773.5,5603008
1975-03-17,773.5,789.4,771.4,786.5,6040602
1975-03-18,786.5,796.9,776.6,779.4,6581955
1975-03-19,776.8,776.8,761.2,769.5,4292481
1975-03-20,769.5,779.7,758.3,764,4727820
1975-03-21,764,768.9,753.1,763.1,3595489
1975-03-24,752.5,752.5,737.5,743.4,4017293
1975-03-25,743.4,753.3,731.5,747.9,4172932
1975-03-26,750.9,770,750.9,766.2,4190977
1975-03-27,766.2,778.6,763.5,770.3,4127820
1975-03-31,770.3,779.7,764.4,768.2,3669925
1975-04-01,768.2,771.1,756.5,761.6,3266165
1975-04-02,761.6,771,754.8,760.6,3518797
1975-04-03,760.6,763.2,749.1,752.2,3139850
1975-04-04,752.2,755.4,740.7,747.3,3196241
1975-04-07,747.3,749.8,736.6,742.9,3126316
1975-04-08,742.9,755.4,741,749.2,3230075
1975-04-09,749.2,771,748.4,768,4087218
1975-04-10,769.4,788.3,769.4,781.3,5636842
1975-04-11,781.3,792.9,775.8,789.5,4547368
1975-04-14,790.8,811.5,790.8,807,6045113
1975-04-15,807,822.4,801.3,815.1,6681203
1975-04-16,815.1,819.8,800.3,815.7,5181203
1975-04-17,815.7,835.2,813.8,819.5,7364662
1975-04-18,819.5,822.1,802.3,808.4,6002256
1975-04-21,808.4,821.6,803.7,815.9,5404511
1975-04-22,815.9,828.9,811.2,814.1,5891729
1975-04-23,814.1,815.9,799,802.5,4520301
1975-04-24,802.5,810.2,792.3,803.7,4296992
1975-04-25,803.7,819.8,800.8,811.8,4569925
1975-04-28,811.8,820.6,803.5,810,4026316
1975-04-29,810,817,797.8,803,4001504
1975-04-30,803,823.2,796.9,821.3,4073684
1975-05-01,821.3,837.2,817.8,831,4660150
1975-05-02,832.2,853.3,832.2,848.5,5686466
1975-05-05,848.5,860.1,839.7,855.6,5045865
1975-05-06,855.6,860.1,832.7,834.7,5731579
1975-05-07,834.7,842.7,822.7,836.4,5018797
1975-05-08,836.4,845.2,828.1,840.5,5183459
1975-05-09,840.5,856.8,839.4,850.1,6415038
1975-05-12,850.1,857.3,842,847.5,5054887
1975-05-13,847.5,857.9,840.2,850.1,5627820
1975-05-14,850.1,866,846.8,858.7,6552632
1975-05-15,858.7,868.6,847.2,848.8,6245865
1975-05-16,848.8,849,831.4,837.6,3751128
1975-05-19,837.6,843.7,823.2,837.7,4030827
1975-05-20,837.7,843.8,827.5,830.5,4130075
1975-05-21,830.3,830.3,815.2,818.7,3978947
1975-05-22,818.7,828.5,808,818.9,3972180
1975-05-23,818.9,835.5,818.3,831.9,4030827
1975-05-27,831.9,837.5,820.1,826.1,3845865
1975-05-28,826.1,832.8,812.8,817,4928571
1975-05-29,817,823.5,808.1,815,4188722
1975-05-30,817.4,836.2,817.4,832.3,5113534
1975-06-02,835.7,853.5,835.7,846.6,6369925
1975-06-03,846.6,855.4,839.6,846.1,5990977
1975-06-04,846.1,850.8,834.2,840,5616541
1975-06-05,840,845,829.9,842.2,4874436
1975-06-06,842.2,849.7,833.2,839.6,5014286
1975-06-09,839.6,844.5,828,830.1,4662406
1975-06-10,829.1,829.1,813.8,822.1,4766165
1975-06-11,822.1,833.5,819.9,824.6,4112030
1975-06-12,824.6,831.4,815.4,819.3,3602256
1975-06-13,819.3,829,811.2,824.5,3676692
1975-06-16,824.5,837.8,821.3,834.6,3757895
1975-06-17,834.6,843.1,824,828.6,4384962
1975-06-18,828.6,834,819,827.8,3516541
1975-06-19,827.8,848.6,826.1,845.4,4838346
1975-06-20,847.9,864.7,847.9,855.4,5923308
1975-06-23,855.4,867.1,846.9,864.8,4673684
1975-06-24,864.8,878.4,861,869.1,6004511
1975-06-25,869.1,878.1,861.9,872.7,4874436
1975-06-26,872.7,883.4,866.6,874.1,5539850
1975-06-27,874.1,880.5,867.2,873.1,4245113
1975-06-30,873.1,884.6,868,879,4382707
